	chromosome	end	gene	gene_end	gene_length	gene_midpoint	gene_start	min_distance_to_mutations	start	trial
0	chromosome_15	78622.0	intergenic	78622.0	1.0	78621.0	78621.0	905942.0	78621.0	trial_0
1	chromosome_17	4193987.0	ChCC-v11036518m.g	4202892.0	15246.0	4195269.0	4187646.0	1159673.0	4193986.0	trial_0
2	chromosome_09	5898118.0	intergenic	5898118.0	1.0	5898117.0	5898117.0	38780.0	5898117.0	trial_0
3	chromosome_02	1594691.0	ChCC-v11003414m.g	1600509.0	11306.0	1594856.0	1589203.0	210576.0	1594690.0	trial_0
4	chromosome_05	2226471.0	intergenic	2226471.0	1.0	2226470.0	2226470.0	966208.0	2226470.0	trial_0
5	chromosome_12	6493888.0	ChCC-v11026942m.g	6501490.0	17942.0	6492519.0	6483548.0	1098868.0	6493887.0	trial_0
6	chromosome_15	369501.0	intergenic	369501.0	1.0	369500.0	369500.0	615063.0	369500.0	trial_0
7	chromosome_06	2055646.0	ChCC-v11012339m.g	2061336.0	5844.0	2058414.0	2055492.0	557943.0	2055645.0	trial_0
0	chromosome_13	3137889.0	ChCC-v11029177m.g	3141853.0	4487.0	3139609.0	3137366.0	1024717.0	3137888.0	trial_1
1	chromosome_01	6970501.0	intergenic	6970501.0	1.0	6970500.0	6970500.0	4124449.0	6970500.0	trial_1
2	chromosome_09	3221441.0	ChCC-v11019570m.g	3224892.0	6203.0	3221790.0	3218689.0	2596749.0	3221440.0	trial_1
3	chromosome_12	2381710.0	ChCC-v11025270m.g	2386181.0	5145.0	2383608.0	2381036.0	354602.0	2381709.0	trial_1
4	chromosome_09	903081.0	ChCC-v11018771m.g	908188.0	6269.0	905053.0	901919.0	280012.0	903080.0	trial_1
5	chromosome_13	5067938.0	intergenic	5067938.0	1.0	5067937.0	5067937.0	2953045.0	5067937.0	trial_1
6	chromosome_01	6924611.0	ChCC-v11002396m.g	6928905.0	5767.0	6926021.0	6923138.0	4079970.0	6924610.0	trial_1
7	chromosome_15	1875929.0	ChCC-v11031772m.g	1883355.0	8070.0	1879320.0	1875285.0	894757.0	1875928.0	trial_1
0	chromosome_06	684701.0	intergenic	684701.0	1.0	684700.0	684700.0	1931657.0	684700.0	trial_2
1	chromosome_15	286580.0	ChCC-v11031227m.g	294241.0	18918.0	284782.0	275323.0	699781.0	286579.0	trial_2
2	chromosome_16	5744216.0	ChCC-v11034239m.g	5744644.0	6010.0	5741639.0	5738634.0	1326669.0	5744215.0	trial_2
3	chromosome_06	3431774.0	ChCC-v11012876m.g	3432490.0	7127.0	3428926.0	3425363.0	246480.0	3431773.0	trial_2
4	chromosome_16	368701.0	intergenic	368701.0	1.0	368700.0	368700.0	746445.0	368700.0	trial_2
5	chromosome_08	4351605.0	ChCC-v11018407m.g	4355319.0	4869.0	4352884.0	4350450.0	1405605.0	4351604.0	trial_2
6	chromosome_10	2482179.0	ChCC-v11021595m.g	2487574.0	6422.0	2484363.0	2481152.0	127623.0	2482178.0	trial_2
7	chromosome_14	2743257.0	ChCC-v11030692m.g	2746491.0	4132.0	2744425.0	2742359.0	1804551.0	2743256.0	trial_2
0	cpDNA	84446.0	CreCp.g005300	85132.0	2957.0	83653.0	82175.0	82908.0	84445.0	trial_3
1	chromosome_04	3086877.0	intergenic	3086877.0	1.0	3086876.0	3086876.0	203286.0	3086876.0	trial_3
2	chromosome_09	85804.0	intergenic	85804.0	1.0	85803.0	85803.0	539238.0	85803.0	trial_3
3	chromosome_13	4551366.0	ChCC-v11029667m.g	4557991.0	9815.0	4553083.0	4548176.0	2438191.0	4551365.0	trial_3
4	chromosome_12	1871116.0	intergenic	1871116.0	1.0	1871115.0	1871115.0	157891.0	1871115.0	trial_3
5	chromosome_13	1169019.0	ex.ChCC-v11028470m.g	1174869.0	11068.0	1169335.0	1163801.0	945557.0	1169018.0	trial_3
6	chromosome_02	3683538.0	ChCC-v11004130m.g	3687607.0	5673.0	3684770.0	3681934.0	880839.0	3683537.0	trial_3
0	chromosome_10	994624.0	ChCC-v11021030m.g	995418.0	8692.0	991072.0	986726.0	1365668.0	994623.0	trial_4
1	chromosome_13	289.0	intergenic	289.0	1.0	288.0	288.0	2114604.0	288.0	trial_4
2	chromosome_09	7488580.0	intergenic	7488580.0	1.0	7488579.0	7488579.0	1104503.0	7488579.0	trial_4
3	cpDNA	78176.0	intergenic	78176.0	1.0	78175.0	78175.0	77430.0	78175.0	trial_4
4	chromosome_08	1248360.0	ChCC-v11017474m.g	1249371.0	2702.0	1248020.0	1246669.0	399430.0	1248359.0	trial_4
5	chromosome_03	4915744.0	ChCC-v11007759m.g	4925992.0	10488.0	4920748.0	4915504.0	6016.0	4915743.0	trial_4
6	chromosome_14	2465103.0	intergenic	2465103.0	1.0	2465102.0	2465102.0	1525228.0	2465102.0	trial_4
0	chromosome_06	7315247.0	intergenic	7315247.0	1.0	7315246.0	7315246.0	729468.0	7315246.0	trial_5
1	chromosome_13	3284374.0	ChCC-v11029219m.g	3294249.0	10304.0	3289097.0	3283945.0	1174205.0	3284373.0	trial_5
2	chromosome_15	419604.0	ChCC-v11031269m.g	428581.0	19317.0	418922.0	409264.0	565641.0	419603.0	trial_5
3	chromosome_05	35546.0	intergenic	35546.0	1.0	35545.0	35545.0	3157133.0	35545.0	trial_5
4	chromosome_07	1946523.0	ChCC-v11015510m.g	1949151.0	6207.0	1946047.0	1942944.0	1650251.0	1946522.0	trial_5
5	chromosome_14	1235647.0	ChCC-v11030231m.g	1242378.0	11384.0	1236686.0	1230994.0	296812.0	1235646.0	trial_5
6	chromosome_17	5771699.0	gex.Chreiv61e037260m	5782432.0	14372.0	5775246.0	5768060.0	2739650.0	5771698.0	trial_5
7	chromosome_03	6024577.0	ChCC-v11008252m.g	6027144.0	3929.0	6025179.0	6023215.0	403083.0	6024576.0	trial_5
0	chromosome_13	1331410.0	intergenic	1331410.0	1.0	1331409.0	1331409.0	783483.0	1331409.0	trial_6
1	chromosome_12	7900660.0	intergenic	7900660.0	1.0	7900659.0	7900659.0	309272.0	7900659.0	trial_6
2	chromosome_12	9577295.0	ChCC-v11027970m.g	9581065.0	4362.0	9578884.0	9576703.0	1987497.0	9577294.0	trial_6
3	chromosome_14	3051388.0	ChCC-v11030800m.g	3052263.0	3724.0	3050401.0	3048539.0	2110527.0	3051387.0	trial_6
5	chromosome_13	4847468.0	intergenic	4847468.0	1.0	4847467.0	4847467.0	2732575.0	4847467.0	trial_6
6	chromosome_03	8500104.0	ChCC-v11009165m.g	8507689.0	9537.0	8502920.0	8498152.0	617039.0	8500103.0	trial_6
7	chromosome_03	1410440.0	ChCC-v11006503m.g	1412825.0	16276.0	1404687.0	1396549.0	1130129.0	1410439.0	trial_6
0	chromosome_01	6914152.0	ChCC-v11002394m.g	6923464.0	10322.0	6918303.0	6913142.0	4072252.0	6914151.0	trial_7
1	chromosome_05	1720415.0	intergenic	1720415.0	1.0	1720414.0	1720414.0	1472264.0	1720414.0	trial_7
2	chromosome_09	7332125.0	intergenic	7332125.0	1.0	7332124.0	7332124.0	948048.0	7332124.0	trial_7
3	chromosome_03	8221860.0	ChCC-v11009065m.g	8224355.0	8741.0	8219984.0	8215614.0	899975.0	8221859.0	trial_7
4	chromosome_17	6555085.0	ChCC-v11037118m.g	6561763.0	10992.0	6556267.0	6550771.0	3520671.0	6555084.0	trial_7
5	chromosome_02	2985523.0	ChCC-v11003929m.g	2987273.0	4866.0	2984840.0	2982407.0	180909.0	2985522.0	trial_7
6	chromosome_06	3878204.0	ChCC-v11013065m.g	3882617.0	7448.0	3878893.0	3875169.0	696447.0	3878203.0	trial_7
7	chromosome_15	340591.0	intergenic	340591.0	1.0	340590.0	340590.0	643973.0	340590.0	trial_7
0	chromosome_15	1672193.0	ChCC-v11031694m.g	1675958.0	15106.0	1668405.0	1660852.0	683842.0	1672192.0	trial_8
1	chromosome_14	2526338.0	ChCC-v11030597m.g	2526629.0	2385.0	2525436.0	2524244.0	1585562.0	2526337.0	trial_8
2	chromosome_12	6028766.0	ChCC-v11026807m.g	6032101.0	5026.0	6029588.0	6027075.0	1561799.0	6028765.0	trial_8
3	chromosome_14	898922.0	ChCC-v11030133m.g	905150.0	11191.0	899554.0	893959.0	40320.0	898921.0	trial_8
4	chromosome_09	1275557.0	ChCC-v11018908m.g	1277351.0	8658.0	1273022.0	1268693.0	647981.0	1275556.0	trial_8
5	chromosome_12	450785.0	ChCC-v11024557m.g	451518.0	5453.0	448791.0	446065.0	1580215.0	450784.0	trial_8
6	chromosome_13	2428745.0	ChCC-v11028942m.g	2429745.0	3880.0	2427805.0	2425865.0	312913.0	2428744.0	trial_8
7	chromosome_13	4410161.0	intergenic	4410161.0	1.0	4410160.0	4410160.0	2295268.0	4410160.0	trial_8
0	chromosome_06	8087658.0	ChCC-v11014486m.g	8095854.0	16338.0	8087685.0	8079516.0	1501907.0	8087657.0	trial_9
1	chromosome_07	2591795.0	ChCC-v11015747m.g	2592361.0	3042.0	2590840.0	2589319.0	1005458.0	2591794.0	trial_9
2	chromosome_03	4674105.0	ChCC-v11007670m.g	4675662.0	4726.0	4673299.0	4670936.0	253465.0	4674104.0	trial_9
3	chromosome_10	2517884.0	ChCC-v11021600m.g	2518995.0	1351.0	2518319.0	2517644.0	161579.0	2517883.0	trial_9
4	chromosome_10	3786289.0	intergenic	3786289.0	1.0	3786288.0	3786288.0	494466.0	3786288.0	trial_9
5	chromosome_03	7448083.0	ChCC-v11008800m.g	7450829.0	7043.0	7447307.0	7443786.0	1672652.0	7448082.0	trial_9
7	chromosome_02	1641180.0	ChCC-v11003429m.g	1641301.0	7929.0	1637336.0	1633372.0	168096.0	1641179.0	trial_9
0	chromosome_17	2570.0	intergenic	2570.0	1.0	2569.0	2569.0	3033027.0	2569.0	trial_10
1	chromosome_07	4597668.0	ChCC-v11016459m.g	4599951.0	2322.0	4598790.0	4597629.0	408137.0	4597667.0	trial_10
2	chromosome_06	2482089.0	intergenic	2482089.0	1.0	2482088.0	2482088.0	134269.0	2482088.0	trial_10
3	chromosome_15	1066718.0	ChCC-v11031467m.g	1067357.0	4949.0	1064882.0	1062408.0	80319.0	1066717.0	trial_10
4	chromosome_03	6415671.0	ChCC-v11008377m.g	6416982.0	7895.0	6413034.0	6409087.0	790938.0	6415670.0	trial_10
5	chromosome_17	627906.0	ChCC-v11035248m.g	630720.0	8242.0	626599.0	622478.0	2408997.0	627905.0	trial_10
6	chromosome_14	945062.0	ChCC-v11030141m.g	949537.0	5666.0	946704.0	943871.0	6830.0	945061.0	trial_10
0	chromosome_03	9007918.0	ChCC-v11009304m.g	9012947.0	14412.0	9005741.0	8998535.0	114218.0	9007917.0	trial_11
2	cpDNA	185415.0	CreCp.g009600	186299.0	10362.0	181118.0	175937.0	180373.0	185414.0	trial_11
3	chromosome_09	708148.0	ChCC-v11018706m.g	709350.0	5603.0	706548.0	703747.0	81507.0	708147.0	trial_11
4	cpDNA	180677.0	CreCp.g009600	186299.0	10362.0	181118.0	175937.0	180373.0	180676.0	trial_11
5	cpDNA	183044.0	CreCp.g009600	186299.0	10362.0	181118.0	175937.0	180373.0	183043.0	trial_11
6	chromosome_04	3600004.0	ChCC-v11010425m.g	3601550.0	21881.0	3590609.0	3579669.0	300447.0	3600003.0	trial_11
7	cpDNA	146169.0	intergenic	146169.0	1.0	146168.0	146168.0	145423.0	146168.0	trial_11
1	chromosome_09	344070.0	intergenic	344070.0	1.0	344069.0	344069.0	280972.0	344069.0	trial_12
4	cpDNA	142967.0	CreCp.g008100	144568.0	6630.0	141253.0	137938.0	140508.0	142966.0	trial_12
5	chromosome_04	2945288.0	ChCC-v11010216m.g	2949998.0	9721.0	2945137.0	2940277.0	345025.0	2945287.0	trial_12
6	cpDNA	87874.0	CreCp.g005400	89330.0	3346.0	87657.0	85984.0	86912.0	87873.0	trial_12
7	chromosome_07	5637018.0	ChCC-v11016860m.g	5637927.0	7705.0	5634074.0	5630222.0	60172.0	5637017.0	trial_12
0	chromosome_17	6218927.0	intergenic	6218927.0	1.0	6218926.0	6218926.0	3183330.0	6218926.0	trial_13
1	chromosome_17	5834334.0	intergenic	5834334.0	1.0	5834333.0	5834333.0	2798737.0	5834333.0	trial_13
2	chromosome_14	2688156.0	ChCC-v11030663m.g	2691794.0	6622.0	2688483.0	2685172.0	1748609.0	2688155.0	trial_13
3	chromosome_10	3864934.0	ChCC-v11022077m.g	3865544.0	3081.0	3864003.0	3862463.0	572181.0	3864933.0	trial_13
4	chromosome_07	4779548.0	ChCC-v11016544m.g	4799504.0	25421.0	4786793.0	4774083.0	596140.0	4779547.0	trial_13
5	chromosome_13	3213557.0	ChCC-v11029206m.g	3217471.0	8755.0	3213093.0	3208716.0	1098201.0	3213556.0	trial_13
7	chromosome_08	2396262.0	ChCC-v11017835m.g	2397338.0	3671.0	2395502.0	2393667.0	551777.0	2396261.0	trial_13
0	cpDNA	75492.0	CreCp.g004800	76455.0	1467.0	75721.0	74988.0	74976.0	75491.0	trial_14
1	chromosome_08	2628609.0	ChCC-v11017903m.g	2633956.0	6206.0	2630853.0	2627750.0	316426.0	2628608.0	trial_14
2	chromosome_01	2869193.0	intergenic	2869193.0	1.0	2869192.0	2869192.0	23141.0	2869192.0	trial_14
3	chromosome_06	1522335.0	ChCC-v11012131m.g	1526058.0	9559.0	1521278.0	1516499.0	1095079.0	1522334.0	trial_14
4	chromosome_09	3673573.0	ChCC-v11019726m.g	3675337.0	19727.0	3665473.0	3655610.0	2193864.0	3673572.0	trial_14
5	chromosome_13	986749.0	ChCC-v11028410m.g	992855.0	8889.0	988410.0	983966.0	1126482.0	986748.0	trial_14
6	chromosome_12	1767897.0	ChCC-v11024997m.g	1768965.0	2941.0	1767494.0	1766024.0	261512.0	1767896.0	trial_14
7	chromosome_08	2338320.0	intergenic	2338320.0	1.0	2338319.0	2338319.0	608960.0	2338319.0	trial_14
0	chromosome_02	8366244.0	ChCC-v11005943m.g	8377732.0	11868.0	8371798.0	8365864.0	1204923.0	8366243.0	trial_15
1	chromosome_08	2962699.0	ChCC-v11017955m.g	2967103.0	5363.0	2964421.0	2961740.0	17142.0	2962698.0	trial_15
2	chromosome_03	6430579.0	ChCC-v11008386m.g	6431822.0	2943.0	6430350.0	6428879.0	808254.0	6430578.0	trial_15
3	cpDNA	200098.0	CreCp.g010400	201430.0	6904.0	197978.0	194526.0	197233.0	200097.0	trial_15
4	cpDNA	17405.0	CreCp.g001500	18155.0	1894.0	17208.0	16261.0	16463.0	17404.0	trial_15
