	chromosome	end	gene	gene_end	gene_length	gene_midpoint	gene_start	min_distance_to_mutations	start	trial
0	chromosome_12	218704.0	ChCC-v11024465m.g	222453.0	8460.0	218223.0	213993.0	324163.0	218703.0	trial_0
2	chromosome_12	6818952.0	intergenic	6818952.0	1.0	6818951.0	6818951.0	1356137.0	6818951.0	trial_0
3	chromosome_07	5113411.0	intergenic	5113411.0	1.0	5113410.0	5113410.0	1829143.0	5113410.0	trial_0
5	chromosome_13	2580986.0	ChCC-v11029002m.g	2585056.0	6814.0	2581649.0	2578242.0	712116.0	2580985.0	trial_0
6	chromosome_09	7119194.0	intergenic	7119194.0	1.0	7119193.0	7119193.0	1386907.0	7119193.0	trial_0
7	chromosome_08	1447325.0	ChCC-v11017519m.g	1448169.0	12170.0	1442084.0	1435999.0	20311.0	1447324.0	trial_0
8	chromosome_09	6370227.0	ChCC-v11020544m.g	6374725.0	4990.0	6372230.0	6369735.0	639944.0	6370226.0	trial_0
9	chromosome_04	792199.0	intergenic	792199.0	1.0	792198.0	792198.0	582147.0	792198.0	trial_0
10	chromosome_09	3896780.0	ChCC-v11019765m.g	3898691.0	9033.0	3894174.0	3889658.0	355154.0	3896779.0	trial_0
11	chromosome_07	149869.0	ChCC-v11014852m.g	152600.0	4416.0	150392.0	148184.0	465456.0	149868.0	trial_0
12	chromosome_11	396106.0	ChCC-v11023149m.g	398890.0	4144.0	396818.0	394746.0	272477.0	396105.0	trial_0
13	chromosome_01	7747049.0	ChCC-v11002627m.g	7750339.0	4849.0	7747914.0	7745490.0	205896.0	7747048.0	trial_0
14	chromosome_13	2366377.0	ChCC-v11028915m.g	2373858.0	21250.0	2363233.0	2352608.0	698698.0	2366376.0	trial_0
15	chromosome_08	1967933.0	ChCC-v11017698m.g	1969655.0	7871.0	1965719.0	1961784.0	503324.0	1967932.0	trial_0
16	chromosome_08	345348.0	ChCC-v11017208m.g	345598.0	1765.0	344715.0	343833.0	222704.0	345347.0	trial_0
17	chromosome_02	7789772.0	ChCC-v11005718m.g	7794321.0	8430.0	7790106.0	7785891.0	550215.0	7789771.0	trial_0
18	chromosome_15	1351557.0	ChCC-v11031600m.g	1357132.0	7315.0	1353474.0	1349817.0	427897.0	1351556.0	trial_0
19	chromosome_03	2340126.0	ChCC-v11006827m.g	2341913.0	8521.0	2337652.0	2333392.0	24551.0	2340125.0	trial_0
20	chromosome_02	7054819.0	ChCC-v11005405m.g	7055404.0	10549.0	7050129.0	7044855.0	151621.0	7054818.0	trial_0
21	chromosome_05	2970544.0	ChCC-v11011456m.g	2972632.0	3666.0	2970799.0	2968966.0	199720.0	2970543.0	trial_0
22	chromosome_12	1545909.0	intergenic	1545909.0	1.0	1545908.0	1545908.0	780760.0	1545908.0	trial_0
23	chromosome_12	2311658.0	intergenic	2311658.0	1.0	2311657.0	2311657.0	15011.0	2311657.0	trial_0
0	cpDNA	67850.0	CreCp.g004500	67945.0	2308.0	66791.0	65637.0	26565.0	67849.0	trial_1
1	chromosome_10	3412179.0	intergenic	3412179.0	1.0	3412178.0	3412178.0	65719.0	3412178.0	trial_1
2	chromosome_06	5545526.0	intergenic	5545526.0	1.0	5545525.0	5545525.0	644049.0	5545525.0	trial_1
3	chromosome_04	231880.0	ChCC-v11009472m.g	236542.0	8241.0	232421.0	228301.0	22370.0	231879.0	trial_1
4	cpDNA	148825.0	CreCp.g008200	149165.0	887.0	148721.0	148278.0	55365.0	148824.0	trial_1
5	chromosome_01	3661025.0	ChCC-v11001176m.g	3661778.0	2819.0	3660368.0	3658959.0	710745.0	3661024.0	trial_1
6	chromosome_12	1431999.0	ChCC-v11024873m.g	1432403.0	5077.0	1429864.0	1427326.0	887478.0	1431998.0	trial_1
7	chromosome_05	2636250.0	ChCC-v11011357m.g	2640124.0	6111.0	2637068.0	2634013.0	134011.0	2636249.0	trial_1
8	chromosome_08	4851707.0	intergenic	4851707.0	1.0	4851706.0	4851706.0	1772557.0	4851706.0	trial_1
9	chromosome_04	2524919.0	intergenic	2524919.0	1.0	2524918.0	2524918.0	802862.0	2524918.0	trial_1
10	chromosome_04	3434597.0	ChCC-v11010383m.g	3442524.0	17698.0	3433675.0	3424826.0	105895.0	3434596.0	trial_1
11	chromosome_09	5306839.0	ChCC-v11020153m.g	5307782.0	4680.0	5305442.0	5303102.0	55775.0	5306838.0	trial_1
12	chromosome_03	7236041.0	ChCC-v11008704m.g	7243499.0	18816.0	7234091.0	7224683.0	494553.0	7236040.0	trial_1
13	chromosome_15	641300.0	ChCC-v11031336m.g	643756.0	9254.0	639129.0	634502.0	199456.0	641299.0	trial_1
14	chromosome_13	1101771.0	ChCC-v11028455m.g	1104316.0	5408.0	1101612.0	1098908.0	562923.0	1101770.0	trial_1
15	chromosome_02	7867483.0	intergenic	7867483.0	1.0	7867482.0	7867482.0	472839.0	7867482.0	trial_1
16	chromosome_02	5091621.0	intergenic	5091621.0	1.0	5091620.0	5091620.0	136808.0	5091620.0	trial_1
17	cpDNA	89673.0	CreCp.g005500	90358.0	1027.0	89844.0	89331.0	3512.0	89672.0	trial_1
18	chromosome_12	1297997.0	ChCC-v11024816m.g	1311194.0	20568.0	1300910.0	1290626.0	758524.0	1297996.0	trial_1
19	chromosome_17	6660465.0	ChCC-v11037163m.g	6660465.0	1836.0	6659547.0	6658629.0	961001.0	6660464.0	trial_1
20	chromosome_11	2765865.0	ChCC-v11023920m.g	2773044.0	7832.0	2769128.0	2765212.0	777206.0	2765864.0	trial_1
21	chromosome_02	8302766.0	ChCC-v11005912m.g	8309995.0	11296.0	8304347.0	8298699.0	35974.0	8302765.0	trial_1
22	chromosome_07	911208.0	ChCC-v11015115m.g	911761.0	5253.0	909134.0	906508.0	293286.0	911207.0	trial_1
23	cpDNA	177298.0	CreCp.g009600	186299.0	10362.0	181118.0	175937.0	87762.0	177297.0	trial_1
0	chromosome_15	1484442.0	ChCC-v11031636m.g	1484659.0	4505.0	1482406.0	1480154.0	298965.0	1484441.0	trial_2
1	chromosome_07	1691288.0	intergenic	1691288.0	1.0	1691287.0	1691287.0	161839.0	1691287.0	trial_2
2	chromosome_13	4047158.0	ChCC-v11029489m.g	4052129.0	6778.0	4048740.0	4045351.0	651897.0	4047157.0	trial_2
3	chromosome_06	1272367.0	intergenic	1272367.0	1.0	1272366.0	1272366.0	2395347.0	1272366.0	trial_2
4	chromosome_01	6197126.0	ChCC-v11002153m.g	6201628.0	6400.0	6198428.0	6195228.0	477614.0	6197125.0	trial_2
5	chromosome_03	5431257.0	intergenic	5431257.0	1.0	5431256.0	5431256.0	297978.0	5431256.0	trial_2
6	chromosome_02	7884503.0	ChCC-v11005758m.g	7887119.0	6549.0	7883844.0	7880570.0	456477.0	7884502.0	trial_2
7	chromosome_04	454282.0	intergenic	454282.0	1.0	454281.0	454281.0	244230.0	454281.0	trial_2
8	chromosome_16	5589212.0	ChCC-v11034188m.g	5592030.0	5970.0	5589045.0	5586060.0	1939797.0	5589211.0	trial_2
9	chromosome_01	5472939.0	ChCC-v11001873m.g	5476455.0	8551.0	5472179.0	5467904.0	18311.0	5472938.0	trial_2
10	chromosome_01	535110.0	ChCC-v11000170m.g	538512.0	5129.0	535947.0	533383.0	2301471.0	535109.0	trial_2
11	chromosome_08	970699.0	ChCC-v11017389m.g	976279.0	18344.0	967107.0	957935.0	224022.0	970698.0	trial_2
