	chromosome	end	gene	gene_end	gene_length	gene_midpoint	gene_start	min_distance_to_mutations	start	trial
3	chromosome_01	2864114.0	intergenic	2864114.0	1.0	2864113.0	2864113.0	103800.0	2864113.0	trial_0
5	chromosome_11	973913.0	ChCC-v11023339m.g	995645.0	30896.0	980197.0	964749.0	994460.0	973912.0	trial_0
6	chromosome_09	1024160.0	ChCC-v11018818m.g	1025540.0	2164.0	1024458.0	1023376.0	1317924.0	1024159.0	trial_0
7	chromosome_03	7662994.0	ChCC-v11008865m.g	7667226.0	7749.0	7663351.0	7659477.0	142849.0	7662993.0	trial_0
8	chromosome_11	744236.0	intergenic	744236.0	1.0	744235.0	744235.0	1230422.0	744235.0	trial_0
9	chromosome_03	8367548.0	ChCC-v11009115m.g	8368071.0	5464.0	8365339.0	8362607.0	555319.0	8367547.0	trial_0
12	chromosome_12	3036517.0	ChCC-v11025536m.g	3037617.0	3477.0	3035878.0	3034140.0	291.0	3036516.0	trial_0
13	chromosome_07	57325.0	ChCC-v11014808m.g	60473.0	4923.0	58011.0	55550.0	1167152.0	57324.0	trial_0
0	chromosome_07	1618880.0	ChCC-v11015383m.g	1619395.0	4940.0	1616925.0	1614455.0	391762.0	1618879.0	trial_1
1	chromosome_14	3180690.0	ChCC-v11030838m.g	3184108.0	18956.0	3174630.0	3165152.0	384874.0	3180689.0	trial_1
2	chromosome_02	5312043.0	ChCC-v11004734m.g	5316717.0	5718.0	5313858.0	5310999.0	367313.0	5312042.0	trial_1
3	chromosome_04	3071950.0	ChCC-v11010269m.g	3073272.0	3968.0	3071288.0	3069304.0	857249.0	3071949.0	trial_1
4	chromosome_01	1506724.0	ChCC-v11000396m.g	1511324.0	9688.0	1506480.0	1501636.0	1461433.0	1506723.0	trial_1
5	chromosome_10	3627554.0	intergenic	3627554.0	1.0	3627553.0	3627553.0	1542824.0	3627553.0	trial_1
7	chromosome_11	749982.0	ChCC-v11023260m.g	767386.0	21697.0	756537.0	745689.0	1218120.0	749981.0	trial_1
8	chromosome_06	2166867.0	ChCC-v11012371m.g	2169031.0	3623.0	2167219.0	2165408.0	605225.0	2166866.0	trial_1
10	chromosome_12	4497500.0	ChCC-v11026160m.g	4497686.0	3320.0	4496026.0	4494366.0	466915.0	4497499.0	trial_1
11	chromosome_09	4061343.0	ChCC-v11019806m.g	4062795.0	4014.0	4060788.0	4058781.0	1718406.0	4061342.0	trial_1
13	chromosome_07	932112.0	ChCC-v11015122m.g	937084.0	6028.0	934070.0	931056.0	291093.0	932111.0	trial_1
0	chromosome_13	3891695.0	ChCC-v11029447m.g	3892688.0	3257.0	3891059.0	3889431.0	3835185.0	3891694.0	trial_2
1	chromosome_07	115687.0	ChCC-v11014836m.g	121498.0	9725.0	116635.0	111773.0	1108528.0	115686.0	trial_2
3	chromosome_09	1553176.0	ChCC-v11018994m.g	1553441.0	3048.0	1551917.0	1550393.0	790465.0	1553175.0	trial_2
4	chromosome_17	5682839.0	ChCC-v11036938m.g	5684723.0	11546.0	5678950.0	5673177.0	727689.0	5682838.0	trial_2
5	chromosome_06	7133003.0	ChCC-v11014151m.g	7134732.0	4180.0	7132642.0	7130552.0	1071840.0	7133002.0	trial_2
6	chromosome_09	5045143.0	ChCC-v11020087m.g	5050111.0	13180.0	5043521.0	5036931.0	2701139.0	5045142.0	trial_2
7	chromosome_02	3672696.0	intergenic	3672696.0	1.0	3672695.0	3672695.0	495560.0	3672695.0	trial_2
8	chromosome_14	1519841.0	ChCC-v11030316m.g	1521643.0	10441.0	1516422.0	1511202.0	259292.0	1519840.0	trial_2
10	chromosome_16	3919819.0	ChCC-v11033623m.g	3922118.0	12428.0	3915904.0	3909690.0	41778.0	3919818.0	trial_2
