	chromosome	end	gene	gene_end	gene_length	gene_midpoint	gene_start	min_distance_to_mutations	start	trial
0	chromosome_07	2106021.0	ChCC-v11015564m.g	2109807.0	7747.0	2105933.0	2102060.0	1084603.0	2106020.0	trial_0
1	chromosome_11	3414642.0	ChCC-v11024047m.g	3417553.0	16471.0	3409317.0	3401082.0	178908.0	3414641.0	trial_0
2	chromosome_07	3905707.0	ChCC-v11016196m.g	3911386.0	7361.0	3907705.0	3904025.0	717169.0	3905706.0	trial_0
3	chromosome_12	9658373.0	ChCC-v11027986m.g	9658861.0	8748.0	9654487.0	9650113.0	201283.0	9658372.0	trial_0
4	chromosome_09	7211234.0	intergenic	7211234.0	1.0	7211233.0	7211233.0	502458.0	7211233.0	trial_0
5	chromosome_12	9353400.0	ChCC-v11027894m.g	9355579.0	7338.0	9351910.0	9348241.0	101294.0	9353399.0	trial_0
6	chromosome_09	6803798.0	intergenic	6803798.0	1.0	6803797.0	6803797.0	95022.0	6803797.0	trial_0
7	chromosome_11	2757114.0	intergenic	2757114.0	1.0	2757113.0	2757113.0	831112.0	2757113.0	trial_0
8	chromosome_09	5395638.0	ChCC-v11020187m.g	5396306.0	7045.0	5392783.0	5389261.0	152030.0	5395637.0	trial_0
9	chromosome_14	1215608.0	ChCC-v11030219m.g	1222148.0	9378.0	1217459.0	1212770.0	329458.0	1215607.0	trial_0
10	chromosome_01	4319389.0	ChCC-v11001427m.g	4334002.0	15603.0	4326200.0	4318399.0	1118320.0	4319388.0	trial_0
11	chromosome_02	45165.0	ChCC-v11002800m.g	48674.0	7127.0	45110.0	41547.0	1011403.0	45164.0	trial_0
12	chromosome_03	8565396.0	ChCC-v11009186m.g	8570593.0	11093.0	8565046.0	8559500.0	110600.0	8565395.0	trial_0
14	chromosome_02	4874688.0	ChCC-v11004568m.g	4876139.0	5922.0	4873178.0	4870217.0	2028381.0	4874687.0	trial_0
15	chromosome_09	555306.0	intergenic	555306.0	1.0	555305.0	555305.0	372863.0	555305.0	trial_0
16	chromosome_10	2038650.0	ChCC-v11021426m.g	2042294.0	8736.0	2037926.0	2033558.0	59008.0	2038649.0	trial_0
17	chromosome_11	748231.0	ChCC-v11023260m.g	767386.0	21697.0	756537.0	745689.0	2831688.0	748230.0	trial_0
1	chromosome_13	2416239.0	ChCC-v11028937m.g	2422455.0	16356.0	2414277.0	2406099.0	1115544.0	2416238.0	trial_1
2	chromosome_14	2842642.0	ChCC-v11030726m.g	2845348.0	4387.0	2843154.0	2840961.0	902198.0	2842641.0	trial_1
3	chromosome_03	5132812.0	ChCC-v11007854m.g	5139096.0	7419.0	5135386.0	5131677.0	1390928.0	5132811.0	trial_1
4	chromosome_07	5133149.0	ChCC-v11016656m.g	5134329.0	3813.0	5132422.0	5130516.0	12795.0	5133148.0	trial_1
5	chromosome_09	5522575.0	ChCC-v11020237m.g	5526451.0	4468.0	5524217.0	5521983.0	20596.0	5522574.0	trial_1
7	chromosome_13	228148.0	ChCC-v11028160m.g	238311.0	12461.0	232080.0	225850.0	159707.0	228147.0	trial_1
9	chromosome_11	992420.0	ChCC-v11023339m.g	995645.0	30896.0	980197.0	964749.0	2608028.0	992419.0	trial_1
10	chromosome_02	7666501.0	ChCC-v11005678m.g	7668326.0	5371.0	7665640.0	7662955.0	297532.0	7666500.0	trial_1
11	chromosome_14	3302645.0	ChCC-v11030876m.g	3306543.0	6911.0	3303087.0	3299632.0	442265.0	3302644.0	trial_1
13	chromosome_05	3312674.0	ChCC-v11011549m.g	3334438.0	26178.0	3321349.0	3308260.0	1454620.0	3312673.0	trial_1
14	chromosome_06	5507586.0	ChCC-v11013639m.g	5510649.0	4037.0	5508630.0	5506612.0	211646.0	5507585.0	trial_1
16	chromosome_11	11488.0	intergenic	11488.0	1.0	11487.0	11487.0	3576738.0	11487.0	trial_1
17	chromosome_01	1096659.0	intergenic	1096659.0	1.0	1096658.0	1096658.0	684044.0	1096658.0	trial_1
0	chromosome_06	5798458.0	ChCC-v11013742m.g	5802382.0	11610.0	5796577.0	5790772.0	76301.0	5798457.0	trial_2
1	chromosome_03	5033352.0	intergenic	5033352.0	1.0	5033351.0	5033351.0	1288893.0	5033351.0	trial_2
2	chromosome_01	4501838.0	ChCC-v11001511m.g	4503938.0	7146.0	4500365.0	4496792.0	944155.0	4501837.0	trial_2
3	chromosome_12	1356152.0	ChCC-v11024835m.g	1358835.0	6417.0	1355626.0	1352418.0	756075.0	1356151.0	trial_2
5	chromosome_12	7366216.0	ChCC-v11027219m.g	7367637.0	4860.0	7365207.0	7362777.0	469255.0	7366215.0	trial_2
6	chromosome_16	6560609.0	ChCC-v11034515m.g	6564485.0	5076.0	6561947.0	6559409.0	259287.0	6560608.0	trial_2
7	chromosome_16	658415.0	intergenic	658415.0	1.0	658414.0	658414.0	2217030.0	658414.0	trial_2
8	chromosome_14	2855824.0	ChCC-v11030733m.g	2857483.0	2774.0	2856096.0	2854709.0	889256.0	2855823.0	trial_2
11	chromosome_13	3695067.0	ChCC-v11029366m.g	3697848.0	9578.0	3693059.0	3688270.0	2394326.0	3695066.0	trial_2
12	chromosome_09	2553968.0	ChCC-v11019334m.g	2556666.0	5624.0	2553854.0	2551042.0	256167.0	2553967.0	trial_2
13	chromosome_03	5280940.0	ChCC-v11007926m.g	5285129.0	6211.0	5282023.0	5278918.0	1537565.0	5280939.0	trial_2
14	chromosome_14	2755904.0	intergenic	2755904.0	1.0	2755903.0	2755903.0	989449.0	2755903.0	trial_2
15	chromosome_12	4212151.0	intergenic	4212151.0	1.0	4212150.0	4212150.0	2773.0	4212150.0	trial_2
17	chromosome_03	8695090.0	ChCC-v11009219m.g	8696272.0	1388.0	8695578.0	8694884.0	241132.0	8695089.0	trial_2
0	chromosome_16	4330437.0	ChCC-v11033762m.g	4331585.0	8187.0	4327491.0	4323398.0	589979.0	4330436.0	trial_3
1	chromosome_12	5437101.0	ChCC-v11026560m.g	5443044.0	10865.0	5437611.0	5432179.0	5501.0	5437100.0	trial_3
2	chromosome_14	2505277.0	ChCC-v11030590m.g	2507505.0	6611.0	2504199.0	2500894.0	854351.0	2505276.0	trial_3
3	chromosome_16	5243372.0	intergenic	5243372.0	1.0	5243371.0	5243371.0	1059289.0	5243371.0	trial_3
4	chromosome_16	1043513.0	ChCC-v11032630m.g	1047414.0	4414.0	1045207.0	1043000.0	1830237.0	1043512.0	trial_3
6	chromosome_03	6458269.0	ChCC-v11008399m.g	6459062.0	4820.0	6456652.0	6454242.0	886124.0	6458268.0	trial_3
7	chromosome_06	8714840.0	ChCC-v11014741m.g	8717990.0	4820.0	8715580.0	8713170.0	33008.0	8714839.0	trial_3
8	chromosome_01	7740474.0	ChCC-v11002625m.g	7744706.0	7509.0	7740951.0	7737197.0	994840.0	7740473.0	trial_3
9	chromosome_05	1397892.0	ChCC-v11011013m.g	1420443.0	24869.0	1408008.0	1395574.0	458721.0	1397891.0	trial_3
10	chromosome_01	764107.0	ChCC-v11000231m.g	777878.0	19549.0	768103.0	758329.0	355489.0	764106.0	trial_3
11	chromosome_06	6757453.0	ChCC-v11014043m.g	6761139.0	4004.0	6759137.0	6757135.0	130541.0	6757452.0	trial_3
13	chromosome_05	558533.0	intergenic	558533.0	1.0	558532.0	558532.0	1308197.0	558532.0	trial_3
14	chromosome_12	1559139.0	ChCC-v11024921m.g	1562767.0	3733.0	1560900.0	1559034.0	550801.0	1559138.0	trial_3
15	chromosome_14	988576.0	ChCC-v11030157m.g	1000882.0	15536.0	993114.0	985346.0	105113.0	988575.0	trial_3
17	chromosome_10	4140224.0	ChCC-v11022192m.g	4140444.0	5769.0	4137559.0	4134675.0	1304775.0	4140223.0	trial_3
0	chromosome_01	49957.0	ChCC-v11000015m.g	50471.0	5344.0	47799.0	45127.0	364815.0	49956.0	trial_4
1	chromosome_06	6779912.0	ChCC-v11014050m.g	6780502.0	9495.0	6775754.0	6771007.0	113924.0	6779911.0	trial_4
3	chromosome_06	3073915.0	ChCC-v11012713m.g	3077309.0	4413.0	3075102.0	3072896.0	1239165.0	3073914.0	trial_4
4	chromosome_01	1235526.0	intergenic	1235526.0	1.0	1235525.0	1235525.0	822911.0	1235525.0	trial_4
5	chromosome_16	6825003.0	ChCC-v11034602m.g	6826723.0	4697.0	6824374.0	6822026.0	521714.0	6825002.0	trial_4
7	chromosome_02	44819.0	ChCC-v11002800m.g	48674.0	7127.0	45110.0	41547.0	1011403.0	44818.0	trial_4
8	chromosome_11	2603802.0	ChCC-v11023874m.g	2604444.0	6197.0	2601345.0	2598247.0	986880.0	2603801.0	trial_4
9	chromosome_05	117290.0	ChCC-v11010619m.g	122622.0	7568.0	118838.0	115054.0	1747891.0	117289.0	trial_4
10	chromosome_09	3114534.0	ChCC-v11019525m.g	3117466.0	5484.0	3114724.0	3111982.0	817037.0	3114533.0	trial_4
11	chromosome_06	3182955.0	ChCC-v11012757m.g	3183129.0	3868.0	3181195.0	3179261.0	1345258.0	3182954.0	trial_4
12	chromosome_17	3778711.0	ChCC-v11036407m.g	3781898.0	3296.0	3780250.0	3778602.0	2092009.0	3778710.0	trial_4
13	chromosome_01	5263274.0	ChCC-v11001792m.g	5266857.0	8882.0	5262416.0	5257975.0	182104.0	5263273.0	trial_4
14	chromosome_09	1643541.0	intergenic	1643541.0	1.0	1643540.0	1643540.0	24075.0	1643540.0	trial_4
15	chromosome_02	1872055.0	ChCC-v11003534m.g	1876237.0	4732.0	1873871.0	1871505.0	817358.0	1872054.0	trial_4
16	chromosome_12	2713471.0	ChCC-v11025393m.g	2715598.0	3240.0	2713978.0	2712358.0	130858.0	2713470.0	trial_4
0	chromosome_13	2199657.0	ChCC-v11028858m.g	2208939.0	20335.0	2198771.0	2188604.0	900038.0	2199656.0	trial_5
3	chromosome_16	1955329.0	ChCC-v11032944m.g	1968748.0	14315.0	1961590.0	1954433.0	913854.0	1955328.0	trial_5
4	chromosome_09	3590854.0	ChCC-v11019690m.g	3593009.0	16907.0	3584555.0	3576102.0	1286868.0	3590853.0	trial_5
5	chromosome_17	1506168.0	ChCC-v11035531m.g	1507085.0	6824.0	1503673.0	1500261.0	123546.0	1506167.0	trial_5
6	chromosome_10	6229666.0	ChCC-v11022844m.g	6232230.0	4547.0	6229956.0	6227683.0	3397172.0	6229665.0	trial_5
9	chromosome_02	8461769.0	ChCC-v11005958m.g	8462845.0	15286.0	8455202.0	8447559.0	13356.0	8461768.0	trial_5
10	chromosome_12	547333.0	ChCC-v11024595m.g	552402.0	11888.0	546458.0	540514.0	1565243.0	547332.0	trial_5
12	chromosome_12	1565096.0	ChCC-v11024923m.g	1566256.0	3381.0	1564565.0	1562875.0	547136.0	1565095.0	trial_5
13	chromosome_13	2316718.0	ChCC-v11028898m.g	2319031.0	4962.0	2316550.0	2314069.0	1017817.0	2316717.0	trial_5
14	chromosome_14	2242348.0	intergenic	2242348.0	1.0	2242347.0	2242347.0	592499.0	2242347.0	trial_5
15	chromosome_13	3027280.0	ChCC-v11029155m.g	3030389.0	5931.0	3027423.0	3024458.0	1728690.0	3027279.0	trial_5
16	chromosome_10	2890183.0	ChCC-v11021766m.g	2892667.0	5008.0	2890163.0	2887659.0	57379.0	2890182.0	trial_5
0	chromosome_17	795697.0	ChCC-v11035311m.g	796125.0	3633.0	794308.0	792492.0	585819.0	795696.0	trial_6
1	chromosome_11	3081743.0	ChCC-v11023964m.g	3084416.0	8868.0	3079982.0	3075548.0	508243.0	3081742.0	trial_6
2	chromosome_10	5851525.0	intergenic	5851525.0	1.0	5851524.0	5851524.0	3018740.0	5851524.0	trial_6
