	chromosome	end	gene	gene_end	gene_length	gene_midpoint	gene_start	min_distance_to_mutations	start	trial
0	chromosome_11	1752469.0	ChCC-v11023572m.g	1752945.0	875.0	1752507.0	1752070.0	696476.0	1752468.0	trial_0
1	chromosome_08	3312880.0	ChCC-v11018048m.g	3315140.0	8375.0	3310952.0	3306765.0	579819.0	3312879.0	trial_0
2	chromosome_10	6561720.0	intergenic	6561720.0	1.0	6561719.0	6561719.0	2384578.0	6561719.0	trial_0
3	chromosome_07	5639323.0	ChCC-v11016862m.g	5641487.0	3309.0	5639832.0	5638178.0	312752.0	5639322.0	trial_0
5	chromosome_04	3525087.0	ChCC-v11010409m.g	3526850.0	7863.0	3522918.0	3518987.0	134396.0	3525086.0	trial_0
6	chromosome_01	498702.0	ChCC-v11000161m.g	500096.0	4419.0	497886.0	495677.0	332843.0	498701.0	trial_0
7	chromosome_01	6059798.0	ChCC-v11002079m.g	6062346.0	6379.0	6059156.0	6055967.0	923470.0	6059797.0	trial_0
8	chromosome_02	5561195.0	ChCC-v11004829m.g	5562655.0	3519.0	5560895.0	5559136.0	2959387.0	5561194.0	trial_0
9	chromosome_10	2585265.0	ChCC-v11021632m.g	2610757.0	28251.0	2596631.0	2582506.0	1580510.0	2585264.0	trial_0
10	chromosome_17	2916942.0	intergenic	2916942.0	1.0	2916941.0	2916941.0	461215.0	2916941.0	trial_0
11	chromosome_12	9411470.0	ChCC-v11027910m.g	9413795.0	8254.0	9409668.0	9405541.0	35971.0	9411469.0	trial_0
12	chromosome_08	2748602.0	intergenic	2748602.0	1.0	2748601.0	2748601.0	1142170.0	2748601.0	trial_0
1	chromosome_02	2473479.0	intergenic	2473479.0	1.0	2473478.0	2473478.0	6046804.0	2473478.0	trial_1
2	chromosome_04	1221820.0	ChCC-v11009714m.g	1226231.0	14739.0	1218861.0	1211492.0	406207.0	1221819.0	trial_1
3	chromosome_14	1678457.0	intergenic	1678457.0	1.0	1678456.0	1678456.0	1447908.0	1678456.0	trial_1
4	chromosome_13	928342.0	ChCC-v11028386m.g	929948.0	2383.0	928756.0	927565.0	650335.0	928341.0	trial_1
5	chromosome_12	1878095.0	intergenic	1878095.0	1.0	1878094.0	1878094.0	2292184.0	1878094.0	trial_1
6	chromosome_05	2965428.0	ChCC-v11011452m.g	2965497.0	6127.0	2962433.0	2959370.0	986508.0	2965427.0	trial_1
7	chromosome_10	5612555.0	ChCC-v11022646m.g	5614713.0	6458.0	5611484.0	5608255.0	1434343.0	5612554.0	trial_1
8	chromosome_14	2943847.0	ChCC-v11030761m.g	2944770.0	4687.0	2942426.0	2940083.0	183938.0	2943846.0	trial_1
9	chromosome_04	2551001.0	ChCC-v11010113m.g	2562652.0	11979.0	2556662.0	2550673.0	101887.0	2551000.0	trial_1
10	chromosome_11	136584.0	ChCC-v11023068m.g	140909.0	4971.0	138423.0	135938.0	917608.0	136583.0	trial_1
11	chromosome_06	3449726.0	ChCC-v11012882m.g	3450159.0	6872.0	3446723.0	3443287.0	1046574.0	3449725.0	trial_1
12	chromosome_01	5643529.0	ChCC-v11001945m.g	5646932.0	9213.0	5642325.0	5637719.0	1340301.0	5643528.0	trial_1
0	chromosome_04	1690189.0	intergenic	1690189.0	1.0	1690188.0	1690188.0	65120.0	1690188.0	trial_2
2	chromosome_05	1833419.0	intergenic	1833419.0	1.0	1833418.0	1833418.0	142507.0	1833418.0	trial_2
3	chromosome_01	6506020.0	ChCC-v11002248m.g	6506757.0	11704.0	6500905.0	6495053.0	481721.0	6506019.0	trial_2
5	chromosome_02	2567383.0	ChCC-v11003791m.g	2574658.0	8588.0	2570364.0	2566070.0	5949918.0	2567382.0	trial_2
6	chromosome_11	116269.0	ChCC-v11023062m.g	118207.0	4207.0	116103.0	114000.0	939928.0	116268.0	trial_2
7	chromosome_14	3249248.0	ChCC-v11030862m.g	3252308.0	3255.0	3250680.0	3249053.0	124316.0	3249247.0	trial_2
8	chromosome_01	7689681.0	ChCC-v11002606m.g	7689943.0	4621.0	7687632.0	7685322.0	705006.0	7689680.0	trial_2
9	chromosome_03	8004127.0	ex.Cre03.g201851.t1.1.g	8009831.0	6243.0	8006709.0	8003588.0	529361.0	8004126.0	trial_2
11	chromosome_16	3012253.0	ChCC-v11033317m.g	3014086.0	3356.0	3012408.0	3010730.0	1347768.0	3012252.0	trial_2
12	chromosome_02	1900529.0	ChCC-v11003544m.g	1907026.0	7446.0	1903303.0	1899580.0	6616979.0	1900528.0	trial_2
1	chromosome_17	3298196.0	ChCC-v11036158m.g	3302587.0	5329.0	3299922.0	3297258.0	674300.0	3298195.0	trial_3
2	chromosome_12	6899166.0	intergenic	6899166.0	1.0	6899165.0	6899165.0	171008.0	6899165.0	trial_3
3	chromosome_08	4906159.0	intergenic	4906159.0	1.0	4906158.0	4906158.0	1015387.0	4906158.0	trial_3
4	chromosome_14	3803961.0	ChCC-v11031033m.g	3807570.0	8961.0	3803089.0	3798609.0	202217.0	3803960.0	trial_3
5	chromosome_05	1529953.0	ChCC-v11011056m.g	1532141.0	3478.0	1530402.0	1528663.0	27390.0	1529952.0	trial_3
6	chromosome_17	1549705.0	intergenic	1549705.0	1.0	1549704.0	1549704.0	906022.0	1549704.0	trial_3
7	chromosome_05	2559200.0	ChCC-v11011334m.g	2561134.0	9544.0	2556362.0	2551590.0	580437.0	2559199.0	trial_3
8	chromosome_02	7084504.0	ChCC-v11005433m.g	7087375.0	7538.0	7083606.0	7079837.0	1436676.0	7084503.0	trial_3
9	chromosome_08	1377799.0	ChCC-v11017505m.g	1391161.0	16015.0	1383153.0	1375146.0	2507618.0	1377798.0	trial_3
11	chromosome_12	9164183.0	intergenic	9164183.0	1.0	9164182.0	9164182.0	209515.0	9164182.0	trial_3
12	chromosome_17	4604001.0	ChCC-v11036654m.g	4607409.0	7894.0	4603462.0	4599515.0	629240.0	4604000.0	trial_3
0	chromosome_11	1369389.0	ChCC-v11023437m.g	1385379.0	17943.0	1376407.0	1367436.0	320376.0	1369388.0	trial_4
1	chromosome_14	482569.0	ChCC-v11030018m.g	484949.0	5056.0	482421.0	479893.0	2643943.0	482568.0	trial_4
2	chromosome_08	4872161.0	intergenic	4872161.0	1.0	4872160.0	4872160.0	981389.0	4872160.0	trial_4
3	chromosome_06	3099223.0	ChCC-v11012723m.g	3108260.0	9678.0	3103421.0	3098582.0	703272.0	3099222.0	trial_4
4	chromosome_09	1838050.0	ChCC-v11019056m.g	1846879.0	9839.0	1841959.0	1837040.0	444949.0	1838049.0	trial_4
5	chromosome_16	632900.0	ChCC-v11032472m.g	636489.0	7137.0	632920.0	629352.0	237042.0	632899.0	trial_4
6	chromosome_11	67083.0	intergenic	67083.0	1.0	67082.0	67082.0	988949.0	67082.0	trial_4
7	chromosome_16	5436775.0	ChCC-v11034139m.g	5438074.0	8370.0	5433889.0	5429704.0	150108.0	5436774.0	trial_4
8	chromosome_02	6352043.0	ChCC-v11005101m.g	6358845.0	7278.0	6355206.0	6351567.0	2165076.0	6352042.0	trial_4
