	chromosome	end	gene	gene_end	gene_length	gene_midpoint	gene_start	min_distance_to_mutations	start	trial
0	chromosome_02	1417697.0	ChCC-v11003342m.g	1422095.0	6938.0	1418626.0	1415157.0	188673.0	1417696.0	trial_0
2	chromosome_17	492215.0	ChCC-v11035208m.g	494194.0	6469.0	490959.0	487725.0	1684434.0	492214.0	trial_0
3	chromosome_03	7677419.0	ChCC-v11008871m.g	7679320.0	2544.0	7678048.0	7676776.0	1207110.0	7677418.0	trial_0
4	chromosome_08	4835462.0	intergenic	4835462.0	1.0	4835461.0	4835461.0	672506.0	4835461.0	trial_0
5	chromosome_11	1394117.0	intergenic	1394117.0	1.0	1394116.0	1394116.0	1052829.0	1394116.0	trial_0
7	chromosome_09	7593809.0	intergenic	7593809.0	1.0	7593808.0	7593808.0	4500498.0	7593808.0	trial_0
8	chromosome_03	5992135.0	ChCC-v11008233m.g	5993165.0	2689.0	5991820.0	5990476.0	479118.0	5992134.0	trial_0
9	chromosome_16	5498850.0	ChCC-v11034156m.g	5502735.0	6069.0	5499700.0	5496666.0	585071.0	5498849.0	trial_0
10	chromosome_12	6794232.0	intergenic	6794232.0	1.0	6794231.0	6794231.0	416230.0	6794231.0	trial_0
11	chromosome_16	990511.0	ChCC-v11032611m.g	994522.0	8836.0	990104.0	985686.0	3924525.0	990510.0	trial_0
12	chromosome_07	519090.0	ChCC-v11014982m.g	533257.0	16612.0	524951.0	516645.0	510525.0	519089.0	trial_0
13	chromosome_06	6617902.0	ChCC-v11013998m.g	6632387.0	17217.0	6623778.0	6615170.0	20215.0	6617901.0	trial_0
14	chromosome_09	4453147.0	ChCC-v11019894m.g	4457814.0	7392.0	4454118.0	4450422.0	1360808.0	4453146.0	trial_0
15	chromosome_12	5349389.0	ChCC-v11026523m.g	5350339.0	2008.0	5349335.0	5348331.0	586525.0	5349388.0	trial_0
16	chromosome_13	557195.0	intergenic	557195.0	1.0	557194.0	557194.0	361828.0	557194.0	trial_0
17	chromosome_17	2126658.0	ChCC-v11035730m.g	2126967.0	724.0	2126605.0	2126243.0	48788.0	2126657.0	trial_0
18	chromosome_10	2640016.0	intergenic	2640016.0	1.0	2640015.0	2640015.0	399480.0	2640015.0	trial_0
19	chromosome_17	4625887.0	ChCC-v11036663m.g	4626567.0	10335.0	4621399.0	4616232.0	1561677.0	4625886.0	trial_0
21	chromosome_13	897376.0	ChCC-v11028366m.g	902589.0	7607.0	898785.0	894982.0	20237.0	897375.0	trial_0
22	chromosome_09	6499486.0	ChCC-v11020597m.g	6504874.0	5484.0	6502132.0	6499390.0	3408822.0	6499485.0	trial_0
23	chromosome_01	576539.0	ChCC-v11000179m.g	592780.0	19234.0	583163.0	573546.0	280030.0	576538.0	trial_0
24	chromosome_06	6962550.0	ChCC-v11014096m.g	6963502.0	9111.0	6958946.0	6954391.0	314303.0	6962549.0	trial_0
25	chromosome_03	3973685.0	ChCC-v11007403m.g	3982808.0	9929.0	3977843.0	3972879.0	88728.0	3973684.0	trial_0
0	chromosome_03	2655226.0	intergenic	2655226.0	1.0	2655225.0	2655225.0	450436.0	2655225.0	trial_1
1	chromosome_12	3484157.0	ChCC-v11025726m.g	3485687.0	2711.0	3484331.0	3482976.0	293608.0	3484156.0	trial_1
2	chromosome_07	3861109.0	ChCC-v11016181m.g	3865570.0	8554.0	3861293.0	3857016.0	28472.0	3861108.0	trial_1
4	chromosome_09	3345867.0	intergenic	3345867.0	1.0	3345866.0	3345866.0	252556.0	3345866.0	trial_1
5	chromosome_17	2706858.0	intergenic	2706858.0	1.0	2706857.0	2706857.0	213477.0	2706857.0	trial_1
7	chromosome_17	4848117.0	ChCC-v11036721m.g	4848906.0	7824.0	4844994.0	4841082.0	1785272.0	4848116.0	trial_1
8	chromosome_14	3107770.0	ChCC-v11030820m.g	3109154.0	3527.0	3107390.0	3105627.0	2496188.0	3107769.0	trial_1
9	chromosome_09	7295519.0	intergenic	7295519.0	1.0	7295518.0	7295518.0	4202208.0	7295518.0	trial_1
10	chromosome_11	808911.0	ChCC-v11023288m.g	810474.0	7179.0	806884.0	803295.0	1640061.0	808910.0	trial_1
13	chromosome_13	4134435.0	ChCC-v11029518m.g	4134463.0	398.0	4134264.0	4134065.0	1945433.0	4134434.0	trial_1
14	chromosome_01	4499293.0	ChCC-v11001511m.g	4503938.0	7146.0	4500365.0	4496792.0	531715.0	4499292.0	trial_1
15	chromosome_04	2241936.0	ChCC-v11010019m.g	2248983.0	11561.0	2243202.0	2237422.0	161572.0	2241935.0	trial_1
16	chromosome_17	1341935.0	intergenic	1341935.0	1.0	1341934.0	1341934.0	833459.0	1341934.0	trial_1
17	chromosome_06	3578454.0	ChCC-v11012916m.g	3581246.0	9570.0	3576461.0	3571676.0	725914.0	3578453.0	trial_1
19	chromosome_17	3739446.0	ChCC-v11036382m.g	3741055.0	3242.0	3739434.0	3737813.0	679712.0	3739445.0	trial_1
20	chromosome_02	5012454.0	ChCC-v11004636m.g	5016242.0	9936.0	5011274.0	5006306.0	552325.0	5012453.0	trial_1
21	chromosome_12	9181336.0	ChCC-v11027802m.g	9183656.0	10489.0	9178411.0	9173167.0	2800410.0	9181335.0	trial_1
22	chromosome_07	3521650.0	intergenic	3521650.0	1.0	3521649.0	3521649.0	260898.0	3521649.0	trial_1
23	chromosome_13	4961965.0	ChCC-v11029787m.g	4968269.0	14231.0	4961153.0	4954038.0	2772322.0	4961964.0	trial_1
24	chromosome_12	6015315.0	ChCC-v11026802m.g	6015889.0	2248.0	6014765.0	6013641.0	363236.0	6015314.0	trial_1
25	chromosome_06	1566604.0	ChCC-v11012145m.g	1567857.0	2995.0	1566359.0	1564862.0	894929.0	1566603.0	trial_1
26	chromosome_14	46265.0	ChCC-v11029905m.g	63742.0	22756.0	52364.0	40986.0	397067.0	46264.0	trial_1
0	chromosome_08	2344884.0	ChCC-v11017815m.g	2346885.0	2414.0	2345678.0	2344471.0	1153913.0	2344883.0	trial_2
1	chromosome_04	1067613.0	ChCC-v11009647m.g	1071094.0	4127.0	1069030.0	1066967.0	455306.0	1067612.0	trial_2
2	chromosome_08	4783611.0	intergenic	4783611.0	1.0	4783610.0	4783610.0	620655.0	4783610.0	trial_2
6	chromosome_03	792583.0	ChCC-v11006304m.g	794527.0	3893.0	792580.0	790634.0	618130.0	792582.0	trial_2
7	chromosome_03	7403337.0	ChCC-v11008782m.g	7408260.0	5317.0	7405601.0	7402943.0	934663.0	7403336.0	trial_2
8	chromosome_10	1940339.0	ChCC-v11021384m.g	1942196.0	2085.0	1941153.0	1940111.0	207883.0	1940338.0	trial_2
9	chromosome_09	7035071.0	intergenic	7035071.0	1.0	7035070.0	7035070.0	3941760.0	7035070.0	trial_2
10	chromosome_14	1041595.0	ChCC-v11030164m.g	1043853.0	10437.0	1038634.0	1033416.0	427432.0	1041594.0	trial_2
11	chromosome_10	5896899.0	ChCC-v11022739m.g	5899126.0	7246.0	5895503.0	5891880.0	514737.0	5896898.0	trial_2
13	chromosome_03	2092073.0	ChCC-v11006743m.g	2094101.0	6699.0	2090751.0	2087402.0	114038.0	2092072.0	trial_2
